"Time","Whole","Hokkaido","Aomori","Iwate","Miyagi","Akita","Yamagata","Fukushima","Ibaraki","Tochigi","Gunma","Saitama","Chiba","Tokyo","Kanagawa","Niigata","Toyama","Ishikawa","Fukui","Yamanashi","Nagano","Gifu","Shizuoka","Aichi","Mie","Shiga","Kyoto","Osaka","Hyogo","Nara","Wakayama","Tottori","Shimane","Okayama","Hiroshima","Yamaguchi","Tokushima","Kagawa","Ehime","Kochi","Fukuoka","Saga","Nagasaki","Kumamoto","Oita","Miyazaki","Kagoshima","Okinawa"
118,NAN,0.806123749,NAN,NAN,NAN,NAN,NAN,0.812481655,NAN,0.899889323,NAN,0.870085712,0.742192741,0.718540386,0.990092926,0.896618443,0.785851588,0.678010693,NAN,NAN,0.90010691,NAN,NAN,0.775695382,NAN,NAN,0.778786481,0.737079138,0.824323438,0.598173316,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,0.754755799,NAN,NAN,NAN,NAN,NAN,NAN,NAN
119,NAN,0.806123749,NAN,NAN,NAN,NAN,NAN,0.812481655,NAN,0.899889323,NAN,0.870085712,0.742192741,0.718540386,0.990092926,0.896618443,0.785851588,0.678010693,NAN,0.500023263,0.90010691,NAN,NAN,0.775695382,NAN,NAN,0.778786481,0.737079138,0.824323438,0.598173316,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,0.754755799,NAN,NAN,NAN,NAN,NAN,NAN,NAN
120,NAN,0.806123749,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.899889323,NAN,0.870085712,0.742192741,0.718540386,0.990092926,NAN,0.785851588,0.678010693,NAN,0.500023263,0.90010691,NAN,NAN,0.775695382,NAN,NAN,0.778786481,0.737079138,0.824323438,0.598173316,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,0.97110723,NAN,0.754755799,NAN,NAN,NAN,NAN,NAN,NAN,NAN
121,NAN,0.806123749,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.899889323,NAN,0.870085712,0.742192741,0.718540386,0.990092926,NAN,0.785851588,0.678010693,NAN,0.500023263,0.90010691,NAN,NAN,0.775695382,NAN,NAN,0.778786481,0.737079138,0.824323438,NAN,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,0.97110723,NAN,0.754755799,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN
122,NAN,0.806123749,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.899889323,NAN,0.870085712,0.742192741,0.718540386,0.990092926,NAN,0.785851588,0.678010693,NAN,0.500023263,0.90010691,NAN,NAN,0.775695382,NAN,NAN,0.778786481,0.737079138,0.824323438,NAN,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,0.97110723,NAN,0.754755799,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN
123,NAN,0.806123749,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.899889323,NAN,0.870085712,0.742192741,0.718540386,0.990092926,NAN,0.785851588,0.88139105,NAN,0.500023263,0.90010691,NAN,NAN,0.775695382,NAN,0.500023263,0.778786481,0.737079138,0.824323438,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.97110723,NAN,0.754755799,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN
124,NAN,0.806123749,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.899889323,NAN,0.605069884,0.742192741,0.718540386,0.990092926,NAN,0.785851588,0.88139105,NAN,NAN,NAN,NAN,NAN,0.775695382,NAN,0.500023263,0.778786481,0.737079138,0.824323438,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.97110723,NAN,0.754755799,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN
125,NAN,0.806123749,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.899889323,NAN,0.605069884,0.742192741,0.718540386,0.922939641,NAN,0.785851588,0.88139105,NAN,NAN,NAN,NAN,NAN,0.775695382,NAN,0.500023263,0.778786481,0.737079138,0.824323438,NAN,NAN,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,0.97110723,NAN,0.754755799,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN
126,NAN,0.806123749,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.899889323,NAN,0.605069884,0.742192741,0.718540386,0.922939641,NAN,0.785851588,0.88139105,NAN,0.666429692,NAN,NAN,NAN,0.775695382,NAN,0.500023263,NAN,0.737079138,0.824323438,NAN,NAN,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,0.97110723,NAN,0.754755799,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN
127,NAN,0.806123749,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.899889323,0.500023263,0.605069884,0.742192741,0.718540386,0.922939641,NAN,0.785851588,0.88139105,NAN,0.666429692,NAN,NAN,NAN,0.775695382,NAN,0.500023263,NAN,0.737079138,NAN,NAN,NAN,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,0.97110723,NAN,0.754755799,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN
128,NAN,1.024329584,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.899889323,0.500023263,0.605069884,0.742192741,1.125293349,0.922939641,NAN,0.785851588,0.88139105,NAN,0.666429692,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,0.737079138,NAN,NAN,NAN,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,0.97110723,NAN,0.754755799,NAN,NAN,NAN,NAN,NAN,NAN,NAN
129,NAN,1.024329584,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.899889323,0.500023263,0.605069884,0.742192741,1.125293349,0.922939641,NAN,0.785851588,0.88139105,NAN,0.666429692,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,0.737079138,NAN,NAN,NAN,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,0.97110723,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
130,NAN,1.024329584,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.899889323,0.500023263,0.605069884,0.742192741,1.125293349,0.922939641,NAN,NAN,0.88139105,NAN,0.666429692,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,0.737079138,NAN,NAN,NAN,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,0.97110723,NAN,1.192701159,NAN,NAN,NAN,NAN,NAN,NAN,NAN
131,NAN,1.024329584,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.899889323,0.500023263,0.605069884,0.742192741,1.125293349,0.922939641,NAN,NAN,0.88139105,NAN,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,0.737079138,NAN,NAN,NAN,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,0.97110723,NAN,1.192701159,NAN,NAN,NAN,NAN,NAN,NAN,NAN
132,NAN,1.024329584,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.500023263,0.605069884,NAN,1.125293349,0.922939641,NAN,NAN,0.88139105,NAN,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,0.737079138,NAN,NAN,NAN,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,0.97110723,NAN,1.192701159,NAN,NAN,NAN,NAN,NAN,NAN,NAN
133,NAN,1.024329584,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.500023263,0.605069884,NAN,1.125293349,0.922939641,NAN,NAN,0.88139105,NAN,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,0.737079138,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.97110723,NAN,1.192701159,NAN,NAN,NAN,NAN,NAN,NAN,NAN
134,NAN,1.024329584,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.605069884,1.384669486,1.125293349,0.922939641,NAN,NAN,0.88139105,NAN,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.97110723,NAN,1.192701159,NAN,NAN,NAN,NAN,NAN,NAN,NAN
135,NAN,1.024329584,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.605069884,1.384669486,1.125293349,0.922939641,NAN,NAN,0.88139105,NAN,0.909060137,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.97110723,NAN,1.192701159,NAN,NAN,NAN,NAN,NAN,NAN,NAN
136,NAN,1.024329584,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.605069884,1.384669486,1.125293349,0.922939641,NAN,NAN,0.88139105,NAN,0.909060137,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.97110723,NAN,1.192701159,NAN,NAN,NAN,NAN,NAN,NAN,NAN
137,NAN,1.024329584,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.605069884,1.384669486,1.125293349,0.573971826,NAN,NAN,0.88139105,NAN,0.909060137,NAN,NAN,NAN,0.937651253,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.97110723,NAN,1.192701159,NAN,NAN,NAN,NAN,NAN,NAN,NAN
138,NAN,1.024329584,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.605069884,1.384669486,1.125293349,0.573971826,NAN,NAN,0.88139105,NAN,0.909060137,NAN,NAN,NAN,0.937651253,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.97110723,NAN,1.192701159,NAN,NAN,NAN,NAN,NAN,NAN,NAN
139,NAN,1.024329584,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.605069884,1.384669486,1.125293349,0.573971826,NAN,NAN,0.88139105,NAN,0.909060137,NAN,NAN,NAN,0.937651253,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.97110723,NAN,1.192701159,NAN,NAN,NAN,NAN,NAN,NAN,NAN
140,NAN,1.120520917,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.605069884,1.384669486,1.131644269,0.573971826,NAN,NAN,0.88139105,NAN,0.909060137,NAN,NAN,NAN,0.937651253,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.192701159,NAN,NAN,NAN,NAN,NAN,NAN,NAN
141,NAN,1.120520917,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.384669486,1.131644269,0.573971826,NAN,NAN,NAN,NAN,0.909060137,NAN,NAN,0.749985162,0.937651253,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.192701159,NAN,NAN,NAN,NAN,NAN,NAN,NAN
142,NAN,1.120520917,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.955125564,1.384669486,1.131644269,0.573971826,NAN,NAN,NAN,NAN,0.909060137,NAN,NAN,0.749985162,0.937651253,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.720635846,NAN,NAN,NAN,NAN,NAN,NAN,NAN
143,NAN,1.120520917,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.955125564,1.384669486,1.131644269,0.573971826,NAN,NAN,NAN,NAN,0.909060137,NAN,NAN,0.749985162,0.937651253,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.720635846,NAN,NAN,NAN,NAN,NAN,NAN,NAN
144,NAN,1.120520917,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.955125564,1.384669486,1.131644269,0.573971826,NAN,NAN,NAN,NAN,0.909060137,NAN,NAN,0.749985162,0.937651253,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.720635846,NAN,NAN,NAN,NAN,NAN,NAN,NAN
145,NAN,1.120520917,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.955125564,1.384669486,1.131644269,0.573971826,NAN,NAN,NAN,NAN,0.909060137,NAN,NAN,0.749985162,0.937651253,NAN,NAN,0.500023263,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.720635846,NAN,NAN,NAN,NAN,NAN,NAN,NAN
146,NAN,1.120520917,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.955125564,0.969697579,1.131644269,0.573971826,NAN,NAN,NAN,NAN,0.909060137,NAN,NAN,0.749985162,0.937651253,NAN,NAN,0.500023263,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.720635846,NAN,NAN,NAN,NAN,NAN,NAN,NAN
147,NAN,1.120520917,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.955125564,0.969697579,1.131644269,0.573971826,NAN,NAN,NAN,NAN,0.909060137,NAN,0.500023263,0.749985162,0.937651253,NAN,NAN,0.500023263,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.720635846,NAN,NAN,NAN,NAN,NAN,NAN,NAN
148,NAN,1.120520917,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.955125564,0.969697579,1.131644269,0.573971826,NAN,NAN,NAN,NAN,0.909060137,NAN,0.500023263,0.749985162,0.937651253,NAN,NAN,0.500023263,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.720635846,NAN,NAN,NAN,NAN,NAN,NAN,NAN
149,NAN,1.120520917,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.955125564,0.969697579,1.131644269,1.076033457,NAN,NAN,NAN,NAN,0.909060137,NAN,0.500023263,0.749985162,0.937651253,NAN,NAN,0.500023263,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.720635846,NAN,NAN,NAN,NAN,NAN,NAN,NAN
150,NAN,1.120520917,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.955125564,0.969697579,1.131644269,1.076033457,NAN,NAN,NAN,NAN,0.909060137,NAN,0.500023263,0.749985162,0.937651253,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.720635846,NAN,NAN,NAN,NAN,NAN,NAN,NAN
151,NAN,1.120520917,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.955125564,0.969697579,1.131644269,1.076033457,NAN,NAN,NAN,NAN,0.909060137,NAN,0.500023263,0.749985162,0.937651253,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.720635846,NAN,NAN,NAN,NAN,NAN,NAN,NAN
152,NAN,0.925947319,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.955125564,0.969697579,1.13607923,1.076033457,NAN,NAN,NAN,NAN,0.909060137,NAN,NAN,0.749985162,0.937651253,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.720635846,NAN,NAN,NAN,NAN,NAN,NAN,NAN
153,NAN,0.925947319,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.955125564,0.969697579,1.13607923,1.076033457,NAN,NAN,NAN,NAN,0.909060137,NAN,NAN,NAN,0.937651253,NAN,NAN,NAN,1.06945463,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.720635846,NAN,NAN,NAN,NAN,NAN,NAN,NAN
154,NAN,0.925947319,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.506679088,0.969697579,1.13607923,1.076033457,NAN,NAN,NAN,NAN,0.909060137,NAN,0.666447872,0.666447872,0.937651253,NAN,NAN,NAN,1.06945463,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.835236755,NAN,NAN,NAN,NAN,NAN,NAN,NAN
155,NAN,0.925947319,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.506679088,0.969697579,1.13607923,1.076033457,NAN,NAN,NAN,NAN,0.909060137,NAN,0.666447872,0.666447872,0.937651253,NAN,NAN,0.400017027,1.06945463,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.835236755,NAN,NAN,NAN,NAN,NAN,NAN,NAN
156,NAN,0.925947319,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.506679088,0.969697579,1.13607923,1.076033457,NAN,NAN,NAN,NAN,0.909060137,NAN,0.666447872,0.666447872,0.937651253,NAN,NAN,0.400017027,1.06945463,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.835236755,NAN,NAN,NAN,NAN,NAN,NAN,NAN
157,NAN,0.925947319,NAN,NAN,0.999503551,NAN,NAN,NAN,NAN,NAN,NAN,1.506679088,0.969697579,1.13607923,1.076033457,NAN,NAN,NAN,NAN,0.909060137,NAN,0.666447872,0.666447872,0.937651253,NAN,NAN,0.400017027,1.06945463,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.835236755,NAN,NAN,NAN,NAN,NAN,NAN,NAN
158,NAN,0.925947319,NAN,NAN,0.999503551,NAN,NAN,NAN,0.500023263,NAN,NAN,1.506679088,NAN,1.13607923,1.076033457,NAN,NAN,NAN,NAN,0.909060137,NAN,0.666447872,0.666447872,0.937651253,NAN,NAN,0.400017027,1.06945463,1.142722523,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.835236755,NAN,NAN,NAN,NAN,NAN,NAN,NAN
159,NAN,0.925947319,NAN,NAN,0.999503551,NAN,NAN,NAN,0.500023263,NAN,NAN,1.506679088,1.540330723,1.13607923,1.076033457,NAN,NAN,NAN,NAN,NAN,NAN,0.666447872,0.666447872,0.937651253,NAN,NAN,0.400017027,1.06945463,1.142722523,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.835236755,NAN,NAN,NAN,NAN,NAN,NAN,NAN
160,NAN,0.925947319,NAN,NAN,0.999503551,NAN,NAN,NAN,0.500023263,NAN,NAN,1.506679088,1.540330723,1.13607923,1.076033457,NAN,NAN,NAN,NAN,NAN,NAN,0.666447872,0.666447872,0.937651253,NAN,NAN,0.400017027,1.06945463,1.142722523,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.835236755,NAN,NAN,NAN,NAN,NAN,NAN,NAN
161,NAN,0.925947319,NAN,NAN,0.999503551,NAN,NAN,NAN,0.500023263,NAN,NAN,1.506679088,1.540330723,1.13607923,1.477520325,NAN,NAN,NAN,NAN,NAN,NAN,0.666447872,NAN,0.937651253,NAN,NAN,0.400017027,1.06945463,1.142722523,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.835236755,NAN,NAN,NAN,NAN,NAN,NAN,NAN
162,NAN,0.925947319,NAN,NAN,0.999503551,NAN,NAN,NAN,0.500023263,NAN,NAN,1.506679088,1.540330723,1.13607923,1.477520325,NAN,NAN,NAN,NAN,NAN,NAN,0.666447872,NAN,0.937651253,NAN,NAN,0.400017027,1.06945463,1.142722523,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.835236755,NAN,NAN,NAN,NAN,NAN,NAN,NAN
163,NAN,0.925947319,NAN,NAN,0.999503551,NAN,NAN,NAN,NAN,NAN,NAN,1.506679088,1.540330723,1.13607923,1.477520325,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.06945463,1.142722523,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.835236755,NAN,NAN,NAN,NAN,NAN,NAN,NAN
164,NAN,0.854019961,NAN,NAN,0.999503551,NAN,NAN,NAN,1.185122812,NAN,NAN,1.506679088,1.540330723,1.182063918,1.477520325,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.382468019,1.06945463,1.142722523,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.835236755,NAN,NAN,NAN,NAN,NAN,NAN,NAN
165,NAN,0.854019961,NAN,NAN,0.999503551,NAN,NAN,NAN,1.185122812,NAN,NAN,1.506679088,1.540330723,1.182063918,1.477520325,NAN,NAN,NAN,NAN,0.749865911,NAN,NAN,NAN,NAN,NAN,NAN,1.382468019,1.258676989,1.142722523,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.835236755,NAN,NAN,NAN,NAN,NAN,NAN,NAN
166,NAN,0.854019961,NAN,NAN,0.999503551,NAN,NAN,NAN,1.185122812,0.954518198,NAN,1.286180019,1.540330723,1.182063918,1.477520325,NAN,NAN,NAN,NAN,0.749865911,NAN,NAN,NAN,NAN,NAN,NAN,1.382468019,1.258676989,1.142722523,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
167,NAN,0.854019961,NAN,NAN,0.999503551,NAN,NAN,NAN,1.185122812,0.954518198,NAN,1.286180019,1.540330723,1.182063918,1.477520325,NAN,NAN,NAN,NAN,0.749865911,NAN,NAN,NAN,NAN,NAN,NAN,1.382468019,1.258676989,1.142722523,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.285734739,NAN,NAN,NAN,NAN,NAN,NAN,NAN
168,NAN,0.854019961,NAN,NAN,0.999503551,NAN,NAN,NAN,1.185122812,0.954518198,NAN,1.286180019,1.540330723,1.182063918,1.477520325,NAN,NAN,NAN,NAN,0.749865911,NAN,NAN,1.181470971,NAN,NAN,NAN,1.382468019,1.258676989,1.142722523,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.285734739,NAN,NAN,NAN,NAN,NAN,NAN,NAN
169,NAN,0.854019961,NAN,NAN,1.500121636,NAN,NAN,NAN,1.185122812,0.954518198,0.666447872,1.286180019,1.540330723,1.182063918,1.477520325,NAN,NAN,NAN,NAN,0.749865911,NAN,NAN,1.181470971,NAN,NAN,NAN,1.382468019,1.258676989,1.142722523,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.285734739,NAN,NAN,NAN,NAN,NAN,NAN,NAN
170,NAN,0.854019961,NAN,NAN,1.500121636,NAN,NAN,NAN,1.185122812,0.954518198,0.666447872,1.286180019,1.540330723,1.182063918,1.477520325,NAN,NAN,NAN,NAN,0.749865911,NAN,0.749742846,1.181470971,NAN,NAN,NAN,1.382468019,1.258676989,1.180810896,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.285734739,NAN,NAN,NAN,NAN,NAN,1.07553077,NAN
171,NAN,0.854019961,NAN,NAN,1.500121636,NAN,NAN,NAN,1.185122812,0.954518198,0.666447872,1.286180019,1.254060398,1.182063918,1.477520325,NAN,NAN,NAN,NAN,0.749865911,NAN,0.749742846,1.181470971,NAN,NAN,NAN,1.382468019,1.258676989,1.180810896,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.285734739,NAN,0.533473513,NAN,NAN,NAN,1.07553077,NAN
172,NAN,0.854019961,NAN,NAN,1.500121636,NAN,NAN,NAN,1.185122812,0.954518198,0.666447872,1.286180019,1.254060398,1.182063918,1.477520325,NAN,NAN,NAN,NAN,0.749865911,NAN,0.749742846,1.181470971,NAN,NAN,NAN,1.382468019,1.258676989,1.180810896,1.40808164,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.285734739,NAN,0.533473513,NAN,NAN,NAN,1.07553077,NAN
173,NAN,0.854019961,NAN,NAN,1.500121636,NAN,0.500023263,NAN,1.185122812,0.954518198,0.666447872,1.286180019,1.254060398,1.182063918,1.18291843,1.142788955,NAN,NAN,NAN,NAN,NAN,0.749742846,1.181470971,NAN,NAN,NAN,1.382468019,1.258676989,1.180810896,1.40808164,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.285734739,NAN,0.533473513,NAN,NAN,NAN,1.07553077,NAN
174,NAN,0.854019961,NAN,NAN,1.500121636,NAN,0.500023263,NAN,1.185122812,0.954518198,0.666447872,1.286180019,1.254060398,1.182063918,1.18291843,1.142788955,NAN,NAN,NAN,NAN,NAN,0.749742846,1.181470971,NAN,NAN,NAN,1.382468019,1.258676989,1.180810896,1.40808164,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.285734739,NAN,0.533473513,NAN,NAN,NAN,1.07553077,NAN
175,NAN,0.854019961,NAN,NAN,1.500121636,NAN,0.500023263,NAN,1.185122812,0.954518198,0.666447872,1.286180019,1.254060398,1.182063918,1.18291843,1.142788955,NAN,NAN,NAN,NAN,NAN,NAN,1.181470971,2.154365986,NAN,NAN,1.382468019,1.258676989,1.180810896,1.40808164,NAN,NAN,NAN,NAN,1.246077336,NAN,0.749865911,NAN,NAN,NAN,1.285734739,NAN,0.533473513,NAN,NAN,NAN,1.07553077,NAN
176,NAN,1.252817518,NAN,NAN,1.500121636,NAN,0.500023263,NAN,1.138592675,0.954518198,0.666447872,1.286180019,1.254060398,1.168927951,1.18291843,1.142788955,0.500023263,NAN,NAN,NAN,NAN,NAN,1.181470971,2.154365986,NAN,NAN,1.27450767,1.258676989,1.180810896,1.40808164,NAN,NAN,NAN,NAN,1.246077336,NAN,0.749865911,NAN,NAN,NAN,1.285734739,NAN,NAN,NAN,NAN,NAN,1.07553077,NAN
177,NAN,1.252817518,NAN,NAN,1.500121636,NAN,0.500023263,NAN,1.138592675,0.954518198,NAN,1.286180019,1.254060398,1.168927951,1.18291843,1.142788955,0.500023263,NAN,NAN,NAN,NAN,1.769083924,1.181470971,2.154365986,NAN,1.16941877,1.27450767,1.36196491,1.180810896,1.40808164,1.148612829,NAN,NAN,NAN,1.246077336,NAN,0.749865911,NAN,NAN,NAN,1.285734739,NAN,1.063064737,NAN,NAN,NAN,1.07553077,1.290227346
178,NAN,1.252817518,0.749985162,NAN,1.500121636,NAN,0.500023263,NAN,1.138592675,1.232872202,NAN,1.022250405,1.254060398,1.168927951,1.18291843,1.142788955,0.500023263,NAN,NAN,NAN,NAN,1.769083924,1.181470971,2.154365986,1.142896152,1.16941877,1.27450767,1.36196491,1.180810896,1.40808164,1.148612829,NAN,NAN,NAN,1.246077336,NAN,0.749865911,NAN,NAN,NAN,1.285734739,NAN,1.063064737,NAN,NAN,NAN,1.07553077,1.290227346
