"Time","Whole","Hokkaido","Aomori","Iwate","Miyagi","Akita","Yamagata","Fukushima","Ibaraki","Tochigi","Gunma","Saitama","Chiba","Tokyo","Kanagawa","Niigata","Toyama","Ishikawa","Fukui","Yamanashi","Nagano","Gifu","Shizuoka","Aichi","Mie","Shiga","Kyoto","Osaka","Hyogo","Nara","Wakayama","Tottori","Shimane","Okayama","Hiroshima","Yamaguchi","Tokushima","Kagawa","Ehime","Kochi","Fukuoka","Saga","Nagasaki","Kumamoto","Oita","Miyazaki","Kagoshima","Okinawa"
10,1.30872663172943,0.105699755692364,0,0,0,0,0,0,0,0,0,0.0721470137804705,0.346674685894567,0.157929155330471,0,0,0,0,0,0,0,0,0,0.187355019226352,0.0948689653556555,0,0.135370471227998,0.102981809529188,0,0.105699755692364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1.3263690630357,0.0997148036015146,0,0,0,0,0,0,0,0,0,0.0961777219249877,0.403438378888727,0.115855464125982,0,0,0,0,0,0,0,0,0,0.149901338979536,0.102981809529188,0,0.152884986691887,0.105699755692364,0,0.0997148036015146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1.2986557036283,0.081655263533988,0,0,0,0,0,0,0,0,0,0.110630737844631,0.440608304516122,0.105699755692364,0.0122011114396543,0,0,0,0,0,0,0,0,0.0945289181307822,0.105699755692364,0,0.166261789642895,0.0997148036015146,0,0.081655263533988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1.20053000208723,0.0501865353780212,0,0,0,0,0,0,0,0,0,0.123202667123992,0.458059268221199,0.0997148036015146,0.0157617724889756,0,0,0,0,0,0,0,0,0.0501865353780212,0.0997148036015146,0,0.171861817381985,0.081655263533988,0,0.0501865353780212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1.06309717425755,0.0128736545967941,0,0,0,0,0,0,0,0,0,0.131436385702747,0.457086696385332,0.0938563749736423,0.0324219690344585,0,0,0,0,0,0,0,0,0.0128736545967941,0.081655263533988,0,0.165631874019321,0.0501865353780212,0,0.0128736545967941,0.0122011114396543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.970200828953727,0.0122011114396543,0,0,0,0,0,0,0,0,0,0.144374553866748,0.409094321445575,0.0903505307463054,0.0536995139390134,0,0,0,0,0,0,0,0,0.0122011114396543,0.0501865353780212,0,0.145055500733677,0.0128736545967941,0,0,0.0279628839286299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122011114396543
16,0.963895254447149,0.0157617724889756,0,0,0,0,0,0,0,0,0,0.137918541895307,0.3345069829236,0.162226948686784,0.0684412689093594,0,0,0,0,0,0,0,0,0.0279628839286299,0.0128736545967941,0,0.115855464125982,0,0,0,0.0725859644027427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157617724889756
17,1.04481069039207,0.0202208575948042,0,0,0,0,0,0,0,0,0,0.120310570135524,0.297195026991429,0.253278082310068,0.0864589934775306,0,0,0,0,0,0,0,0,0.0481837415234341,0,0,0.105699755692364,0,0,0,0.0932428050721145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202208575948042
18,1.23518545265076,0.0257366300103835,0,0,0,0,0,0,0,0,0,0.0991723185577088,0.298435232069989,0.324507622049658,0.120299557438317,0,0,0,0,0,0,0,0,0.0739203715338176,0,0,0.0997148036015146,0,0,0,0.167662287378993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257366300103835
19,1.5363029812988,0.0446597502652339,0,0,0,0,0,0,0,0,0,0.10460565260605,0.294018586788316,0.449019445899554,0.173686174016738,0,0,0,0,0,0,0,0,0.106379010359397,0,0,0.081655263533988,0,0,0,0.249820459003938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324586388255796
20,1.86622853261578,0.0806655012406271,0,0,0,0,0,0,0,0,0,0.124478116357676,0.265721586560042,0.603147101349829,0.226497210827922,0,0,0,0,0,0,0,0,0.14688051623174,0,0,0.0501865353780212,0,0,0,0.315949347357924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527026173119972
21,2.24002215829329,0.101647579735454,0,0,0,0,0,0,0,0,0,0.144772142518355,0.230692300720656,0.75462151963391,0.30078416216684,0,0,0,0,0,0,0,0,0.196783693394439,0,0,0.0128736545967941,0,0,0,0.395578821556206,0,0,0,0,0,0,0,0,0,0.0244022228793086,0,0,0,0,0,0,0.077866061091329
22,2.8602740226361,0.163343713469486,0,0,0,0,0,0,0,0,0,0.175744954919373,0.240367584714391,0.969479825479366,0.399857648824722,0,0,0.0122011114396543,0,0,0,0,0,0.269546838784625,0,0,0,0,0,0,0.489463024552568,0,0,0,0,0,0,0,0,0,0.0315235449779512,0,0,0.0122011114396543,0,0,0,0.0965446640343109
23,3.75384083996173,0.325375344490287,0,0,0,0,0,0,0,0.0122011114396543,0,0.19360854196181,0.281584764118737,1.19635503087849,0.52679232574403,0,0,0.0279628839286299,0,0,0,0,0,0.381857847933379,0,0,0,0,0,0,0.609392777523162,0,0,0,0,0,0,0,0,0,0.0404417151896084,0,0,0.0401639953682842,0,0,0,0.118104501385658
24,4.60538589786804,0.505284583200239,0,0,0,0,0,0,0,0.0157617724889756,0,0.203912271681652,0.312506516729917,1.4381132456899,0.623093082027399,0,0,0.0359826300837798,0,0,0,0,0,0.49317663811216,0,0,0,0,0,0,0.732165615939201,0,0,0,0,0,0,0,0,0,0.051473260020767,0,0,0.0517444025727554,0,0,0,0.142171879321297
25,5.53102604115402,0.680092245912655,0,0,0,0,0,0,0,0.0202208575948042,0,0.202260858900027,0.334747317109514,1.73051582407556,0.733647182135811,0,0,0.0703597104844963,0,0,0,0,0,0.598298180810547,0,0,0,0,0,0,0.86195913122587,0,0,0,0,0,0,0,0,0,0.0649172776511593,0,0,0.0661783451999919,0,0,0,0.167829110053578
26,6.55599967380642,0.916113033737953,0,0,0,0,0,0,0,0.0257366300103835,0,0.185626983732789,0.369639196319543,1.99229164731639,0.830598308351706,0,0,0.0897188138139143,0,0,0.0122011114396543,0,0,0.749849963337485,0,0,0,0,0,0,0.989299248272377,0,0,0,0,0,0.0122011114396543,0,0,0,0.0810030117446858,0,0,0.108334121725655,0,0,0,0.19338649256423
27,7.62040549061615,1.16301218296182,0,0,0,0,0,0,0,0.0324586388255796,0,0.159074916161501,0.392638087046801,2.25866982473701,0.940202274387564,0,0,0.113401859887531,0,0,0.0279628839286299,0.0122011114396543,0,0.940741067689211,0,0,0,0.0122011114396543,0,0,1.09916610998977,0,0,0,0,0,0.0157617724889756,0,0,0,0.0998063543253982,0,0,0.136942328501453,0,0,0,0.216164966805594
28,8.79322794294554,1.59695279713605,0,0,0,0,0,0,0,0.0405015058723429,0,0.149617980764214,0.429133328395886,2.43687019301745,1.06811716546457,0,0,0.154079054495463,0,0,0.0359826300837798,0.0279628839286299,0,1.11055430596959,0,0,0,0.0279628839286299,0,0,1.17037653296356,0,0,0,0,0,0.0202208575948042,0,0,0,0.121124067901062,0,0,0.171347904096993,0,0,0,0.232423851332516
29,9.84049500744767,2.07696420307716,0,0,0,0,0,0,0,0.0499031771626991,0,0.142217297484519,0.475520122951055,2.48164053800732,1.18227954311192,0,0,0.203345372693019,0,0,0.0459574876051877,0.0359826300837798,0.0122011114396543,1.26482284469784,0,0,0,0.0603848529630884,0,0,1.17742352106297,0,0,0,0,0,0.0257366300103835,0,0,0.0122011114396543,0.144294027560941,0,0,0.211841648296696,0,0,0,0.237778887799792
30,10.5741087596872,2.53941939978922,0,0,0.0122011114396543,0,0,0,0,0.0605620339505312,0,0.122333549158492,0.525069281986144,2.36675462826142,1.28485489695672,0.0122011114396543,0,0.249694689559467,0,0,0.0581952688359632,0.0459574876051877,0.0157617724889756,1.39989592691142,0,0,0,0.0774810325831389,0,0,1.10033246588433,0,0,0,0,0,0.0324586388255796,0,0,0.0157617724889756,0.167953220970667,0,0,0.258188359332692,0,0,0,0.22903211121901
31,11.2303009351934,3.05078109614235,0,0,0.0157617724889756,0,0,0,0,0.0721470137804705,0,0.0968502650821276,0.616755586382517,2.09862352413233,1.41961565173092,0.0157617724889756,0,0.30188746619639,0,0,0.0729601446979226,0.0581952688359632,0.0202208575948042,1.53350306784957,0,0,0,0.0986369840255715,0.0122011114396543,0,0.951538755994478,0,0,0,0,0,0.0405015058723429,0,0,0.0324219690344585,0.201939042150965,0,0,0.30927364979096,0,0,0,0.210724429481637
32,11.9597939260521,3.64852747865871,0,0,0.0202208575948042,0,0,0,0,0.0839766104853334,0,0.0948689653556555,0.711611559253538,1.72614275896535,1.6029269166802,0.0690253033534214,0,0.358164912578014,0,0,0.090404683035042,0.0729601446979226,0.0257366300103835,1.63342736611854,0,0,0,0.148835627597998,0.0157617724889756,0,0.748363039216212,0,0,0,0,0,0.0499031771626991,0,0.0122011114396543,0.0536995139390134,0.221725391547351,0,0,0.362628540651721,0,0,0,0.208681565221552
33,12.8980443107831,4.26028728673023,0,0,0.0257366300103835,0,0,0,0,0.0948689653556555,0,0.102981809529188,0.807832329089458,1.4973244036752,1.71090238693739,0.0887837199662859,0,0.415104947143707,0,0,0.11046521111323,0.090404683035042,0.0324586388255796,1.84439555824139,0,0,0.0122011114396543,0.211247728543461,0.0446230804741128,0,0.540580897469704,0,0,0,0,0,0.0605620339505312,0,0.0157617724889756,0.0684412689093594,0.231620368979532,0,0,0.413843808141561,0.0122011114396543,0,0,0.205414559293879
